                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2004,                 1.2479,                 1.6624,                0.71248,                0.66989,                0.72352,                0.53833,                0.99797,                 1.0713,                   1.62,              2.499e-05,              2.499e-05,              2.499e-05
                      2,                 1.0652,                 1.1193,                 1.6158,                 0.7137,                0.66828,                0.74155,                0.54778,                 1.0042,                 1.0153,                 1.6176,             5.7733e-05,             5.7733e-05,             5.7733e-05
                      3,                 1.2993,                 1.2474,                 1.5726,                0.57599,                0.71027,                0.70412,                 0.5021,                 1.0592,                 1.0422,                 1.6368,             8.9816e-05,             8.9816e-05,             8.9816e-05
                      4,                 1.0978,                 1.0832,                 1.5582,                0.71912,                0.64523,                0.74457,                0.54038,                 1.0456,                 1.0604,                 1.6067,             0.00012124,             0.00012124,             0.00012124
                      5,                  1.332,                  1.494,                 1.7443,                0.66937,                0.66319,                0.75484,                0.55697,                 1.0198,                 1.0557,                 1.6023,               0.000152,               0.000152,               0.000152
                      6,                 1.3096,                  1.187,                 1.7648,                0.68914,                0.67199,                0.73564,                0.54204,                 1.0116,                 1.0432,                 1.6078,             0.00018211,             0.00018211,             0.00018211
                      7,                 1.3808,                 1.2728,                 1.5952,                0.76949,                0.66958,                0.72554,                0.53161,                  1.011,                 1.0447,                 1.6295,             0.00021155,             0.00021155,             0.00021155
                      8,                 1.2475,                 1.2123,                 1.6873,                0.73306,                0.65624,                0.72927,                 0.5313,                 1.0157,                 1.0326,                 1.6199,             0.00024033,             0.00024033,             0.00024033
                      9,                 1.4495,                 1.6728,                 1.8884,                0.66607,                0.69609,                0.74107,                0.53725,                 1.0274,                 1.0524,                 1.6116,             0.00026846,             0.00026846,             0.00026846
                     10,                 1.2038,                 1.1171,                 1.5709,                0.69442,                0.69244,                0.74307,                0.53051,                 1.0446,                 1.0549,                 1.5837,             0.00029592,             0.00029592,             0.00029592
                     11,                 1.3182,                  1.217,                 1.6198,                 0.9211,                0.59675,                0.74696,                  0.546,                 1.0121,                  1.043,                 1.5554,             0.00032273,             0.00032273,             0.00032273
                     12,                 1.1688,                  1.161,                 1.6664,                 0.6839,                0.72076,                0.77277,                0.56361,                 1.0097,                 1.0463,                 1.5686,             0.00034887,             0.00034887,             0.00034887
                     13,                 1.2818,                 1.3197,                 1.7902,                0.65421,                0.71743,                0.76805,                0.56665,                0.99982,                 1.0362,                 1.5627,             0.00037436,             0.00037436,             0.00037436
                     14,                 1.3414,                 1.0771,                 1.5264,                0.62872,                0.72308,                0.76032,                0.55131,                 1.0518,                  1.043,                 1.5801,             0.00039919,             0.00039919,             0.00039919
                     15,                 1.4709,                 1.4604,                 1.8751,                0.63646,                0.74515,                0.73023,                0.53014,                 1.0461,                 1.0572,                 1.5774,             0.00042335,             0.00042335,             0.00042335
                     16,                 1.1421,                 1.1023,                  1.571,                0.65948,                0.74706,                0.73173,                0.51952,                 1.0652,                 1.0504,                 1.5856,             0.00044686,             0.00044686,             0.00044686
                     17,                 1.3779,                  1.269,                 1.7566,                0.62209,                0.76292,                0.73849,                0.51898,                 1.0576,                 1.0333,                 1.5698,             0.00046971,             0.00046971,             0.00046971
                     18,                  1.159,                 1.0905,                 1.5663,                0.68983,                0.70546,                0.74773,                0.51975,                 1.0634,                 1.0278,                 1.5625,             0.00049189,             0.00049189,             0.00049189
                     19,                 1.1795,                 1.0496,                  1.521,                0.70748,                0.72112,                0.76693,                0.53441,                 1.0625,                 1.0406,                 1.5617,             0.00051342,             0.00051342,             0.00051342
                     20,                 1.1509,                 1.0589,                  1.555,                0.72133,                0.71839,                0.77484,                0.54475,                 1.0708,                 1.0054,                 1.5573,             0.00053429,             0.00053429,             0.00053429
                     21,                  1.522,                  1.169,                 1.5565,                0.71792,                0.65831,                0.77126,                0.55162,                 1.0277,                0.98209,                 1.5272,             0.00055449,             0.00055449,             0.00055449
                     22,                 1.2524,                 1.2795,                 1.7435,                 0.6848,                0.67965,                0.79273,                0.57336,                 1.0272,                0.98887,                  1.534,             0.00057404,             0.00057404,             0.00057404
                     23,                 1.1302,                 1.0808,                 1.5021,                0.72278,                0.68964,                0.79678,                0.58046,                 1.0033,                 1.0108,                 1.5434,             0.00059293,             0.00059293,             0.00059293
                     24,                 1.0836,                 1.1938,                  1.435,                0.68756,                0.72124,                0.82008,                0.59932,                0.99982,                0.97748,                  1.531,             0.00061116,             0.00061116,             0.00061116
                     25,                 1.1839,                 1.2129,                  1.654,                0.70545,                0.76905,                0.83461,                 0.6085,                0.99088,                0.92664,                 1.5012,             0.00062873,             0.00062873,             0.00062873
                     26,                 1.0382,                 1.3225,                 1.3547,                0.71513,                0.78535,                 0.8186,                0.60925,                 0.9356,                0.91361,                 1.4725,             0.00062683,             0.00062683,             0.00062683
                     27,                 1.1448,                 1.0389,                 1.4685,                 0.6966,                0.74348,                0.79646,                0.58635,                0.93498,                0.91843,                 1.4649,             0.00062683,             0.00062683,             0.00062683
                     28,                 1.1545,                 1.0466,                 1.5724,                0.60682,                0.74439,                  0.782,                0.58087,                0.93756,                0.94785,                 1.4583,             0.00061859,             0.00061859,             0.00061859
                     29,                 1.1358,                  1.089,                  1.469,                0.66168,                0.74844,                0.78708,                0.58257,                0.94605,                0.93293,                 1.4616,             0.00061034,             0.00061034,             0.00061034
                     30,                 1.1071,                 1.1127,                 1.4785,                0.68371,                0.71795,                0.79447,                0.57369,                0.99963,                0.91487,                 1.4815,             0.00060209,             0.00060209,             0.00060209
                     31,                 1.1472,                   1.15,                 1.5635,                0.69985,                 0.7726,                0.81775,                0.60528,                0.96221,                0.88724,                 1.4585,             0.00059385,             0.00059385,             0.00059385
                     32,                 1.0877,                 1.1005,                 1.4905,                0.73395,                0.73657,                0.81854,                0.61229,                0.93723,                0.89363,                 1.4406,              0.0005856,              0.0005856,              0.0005856
                     33,                 1.1371,                 1.0788,                 1.5315,                0.74001,                0.70157,                0.81982,                 0.6103,                0.95186,                0.89741,                 1.4516,             0.00057735,             0.00057735,             0.00057735
                     34,                 1.1034,                 1.0514,                 1.5357,                0.75435,                0.74903,                0.82648,                0.62403,                0.91701,                0.89075,                 1.4279,             0.00056911,             0.00056911,             0.00056911
                     35,                 1.0573,                0.98951,                 1.3771,                0.80277,                0.72121,                0.82397,                0.60656,                0.95905,                 0.9336,                 1.4391,             0.00056086,             0.00056086,             0.00056086
                     36,                 1.0655,                 1.1324,                 1.4569,                0.72704,                0.74129,                0.82247,                0.60021,                0.97493,                 0.9743,                 1.4444,             0.00055261,             0.00055261,             0.00055261
                     37,                 1.1658,                 1.2028,                 1.4673,                0.79659,                0.69773,                0.83995,                0.63188,                0.93217,                0.95688,                 1.4154,             0.00054437,             0.00054437,             0.00054437
                     38,                 1.9725,                 3.5546,                 1.7585,                0.80383,                0.72742,                0.84557,                0.62535,                0.94592,                 0.9732,                 1.4303,             0.00053612,             0.00053612,             0.00053612
                     39,                 1.3153,                 1.0989,                 1.4549,                0.80356,                0.73443,                0.85234,                0.63634,                0.92118,                0.96227,                 1.4293,             0.00052787,             0.00052787,             0.00052787
                     40,                 1.0923,                 1.0623,                 1.4484,                0.76425,                0.77374,                0.86992,                0.65859,                0.90952,                0.89137,                 1.4283,             0.00051963,             0.00051963,             0.00051963
                     41,                 1.0615,                0.98782,                 1.4227,                0.79423,                0.77467,                0.86735,                0.65502,                0.89957,                0.84908,                 1.4089,             0.00051138,             0.00051138,             0.00051138
                     42,                0.97465,                 1.5441,                 1.3931,                0.80351,                0.79176,                 0.8614,                0.64642,                0.90885,                0.87596,                 1.3982,             0.00050313,             0.00050313,             0.00050313
                     43,                0.80748,                 3.1906,                 1.0086,                 0.7646,                0.77301,                0.87017,                0.64025,                0.96035,                0.94443,                 1.4264,             0.00049489,             0.00049489,             0.00049489
                     44,                 1.0802,                   1.06,                 1.4753,                0.74411,                0.83628,                0.84746,                0.62796,                0.95655,                0.94347,                 1.4324,             0.00048664,             0.00048664,             0.00048664
                     45,                 0.7914,                 2.4278,                  1.069,                 0.7405,                0.80349,                0.84231,                 0.6229,                  0.944,                0.93172,                 1.4285,             0.00047839,             0.00047839,             0.00047839
                     46,                 1.2179,                 1.3067,                 1.6219,                0.69206,                0.80862,                0.83622,                0.63856,                0.92966,                0.87262,                 1.4138,             0.00047015,             0.00047015,             0.00047015
                     47,                 1.1164,                0.96286,                 1.4361,                0.63626,                0.79871,                0.83088,                0.62437,                0.91295,                0.84311,                 1.3819,              0.0004619,              0.0004619,              0.0004619
                     48,                 1.1063,                 1.0842,                 1.5408,                0.68052,                0.79614,                0.83651,                 0.6324,                0.90425,                0.87607,                 1.3695,             0.00045365,             0.00045365,             0.00045365
                     49,                 1.3619,                 1.1796,                 1.5612,                0.70257,                0.77471,                0.84527,                0.64258,                0.90345,                 0.8858,                 1.3694,             0.00044541,             0.00044541,             0.00044541
                     50,                0.79086,                 2.5716,                 1.1126,                0.74953,                0.78141,                0.85279,                0.65265,                0.89227,                0.86302,                 1.3629,             0.00043716,             0.00043716,             0.00043716
                     51,                 1.1285,                0.95659,                 1.4435,                0.79879,                0.77249,                0.86496,                0.65435,                0.89815,                 0.8594,                 1.3718,             0.00042891,             0.00042891,             0.00042891
                     52,                  1.036,                 1.0483,                  1.409,                0.81245,                0.78681,                0.86404,                0.63726,                0.93574,                0.91275,                 1.4054,             0.00042066,             0.00042066,             0.00042066
                     53,                 1.2412,                  1.154,                 1.6465,                0.78671,                0.77617,                0.85201,                 0.6371,                0.94656,                 0.9396,                 1.4239,             0.00041242,             0.00041242,             0.00041242
                     54,                 1.1797,                 1.0222,                 1.5529,                0.77519,                0.79853,                0.84439,                0.63664,                0.91568,                 0.9677,                 1.4169,             0.00040417,             0.00040417,             0.00040417
                     55,                 1.1336,                  1.066,                 1.4784,                0.81477,                0.76152,                0.86039,                0.65265,                0.89271,                0.92126,                 1.4063,             0.00039592,             0.00039592,             0.00039592
                     56,                0.96416,                 1.0629,                 1.4121,                0.78994,                0.79892,                0.87261,                0.66241,                0.87407,                0.83734,                 1.3829,             0.00038768,             0.00038768,             0.00038768
                     57,                 1.0533,                0.98613,                 1.4278,                0.79732,                0.84695,                0.88104,                0.67743,                0.87049,                0.82663,                  1.366,             0.00037943,             0.00037943,             0.00037943
                     58,                0.96327,                0.91344,                 1.4248,                0.81217,                0.82086,                0.88754,                0.68484,                 0.8532,                0.83512,                 1.3419,             0.00037118,             0.00037118,             0.00037118
                     59,                 1.3753,                 1.0271,                 1.3991,                0.79593,                0.86515,                0.89176,                0.69405,                0.84395,                0.83911,                 1.3264,             0.00036294,             0.00036294,             0.00036294
                     60,                  1.018,                 0.8888,                 1.3917,                0.80292,                0.86642,                0.90572,                0.69697,                0.83811,                0.81104,                 1.3201,             0.00035469,             0.00035469,             0.00035469
                     61,                0.96282,                0.82767,                 1.3082,                 0.7788,                0.88128,                0.90475,                0.70287,                0.83617,                0.81389,                 1.3229,             0.00034644,             0.00034644,             0.00034644
                     62,                  1.062,                 1.0354,                 1.4829,                 0.8683,                0.81183,                0.90417,                0.69129,                0.84132,                0.83879,                 1.3318,              0.0003382,              0.0003382,              0.0003382
                     63,                 1.1526,                 1.0506,                  1.476,                 0.8281,                0.84705,                0.90376,                  0.688,                0.86672,                0.86271,                 1.3571,             0.00032995,             0.00032995,             0.00032995
                     64,                0.95082,                0.91026,                 1.3452,                0.82633,                0.87245,                 0.9034,                0.68999,                 0.8755,                0.86685,                 1.3692,              0.0003217,              0.0003217,              0.0003217
                     65,                0.99995,                0.98733,                 1.3655,                0.81926,                0.87657,                0.90058,                0.68869,                0.86471,                0.85092,                 1.3631,             0.00031346,             0.00031346,             0.00031346
                     66,                 1.0654,                 0.8991,                 1.3179,                0.82174,                0.88046,                0.90321,                0.70076,                0.84306,                0.79898,                  1.339,             0.00030521,             0.00030521,             0.00030521
                     67,                0.72126,                 1.8162,                0.99114,                0.81315,                0.89305,                0.91318,                0.71239,                0.83243,                0.76642,                 1.3228,             0.00029696,             0.00029696,             0.00029696
                     68,                 1.1599,                 1.2672,                 1.6172,                0.78823,                0.92401,                0.91576,                0.70701,                0.84395,                0.75323,                 1.3248,             0.00028872,             0.00028872,             0.00028872
                     69,                 1.0645,                0.93138,                  1.438,                0.84209,                0.87294,                0.91754,                0.71319,                0.84954,                0.75368,                 1.3292,             0.00028047,             0.00028047,             0.00028047
                     70,                 1.0077,                0.94712,                 1.4245,                0.84492,                0.87575,                0.92029,                0.72026,                0.82554,                0.75092,                 1.3154,             0.00027222,             0.00027222,             0.00027222
                     71,                  1.026,                0.90891,                 1.5041,                0.83379,                 0.8871,                0.92167,                0.73344,                0.81097,                0.75551,                 1.3067,             0.00026398,             0.00026398,             0.00026398
                     72,                0.98365,                0.94014,                 1.3941,                0.85467,                0.86501,                0.91968,                0.72625,                0.81994,                0.79279,                 1.3145,             0.00025573,             0.00025573,             0.00025573
                     73,                 1.0032,                0.90143,                 1.3242,                0.82813,                0.87778,                 0.9163,                0.71317,                0.83199,                0.81198,                 1.3272,             0.00024748,             0.00024748,             0.00024748
                     74,                 1.0119,                0.91676,                 1.3714,                0.80829,                0.90592,                0.91094,                0.72028,                0.81854,                0.79668,                 1.3249,             0.00023924,             0.00023924,             0.00023924
                     75,                0.94443,                0.84445,                 1.3068,                0.78385,                0.90902,                0.90213,                 0.7145,                0.82005,                0.77459,                 1.3262,             0.00023099,             0.00023099,             0.00023099
                     76,                 1.0176,                0.88911,                 1.4329,                0.77108,                0.89217,                0.89435,                 0.7057,                0.82001,                0.75684,                 1.3189,             0.00022274,             0.00022274,             0.00022274
                     77,                0.97357,                0.85543,                 1.2854,                0.78855,                0.89147,                 0.8956,                0.70962,                0.81289,                0.73703,                 1.3047,              0.0002145,              0.0002145,              0.0002145
                     78,                0.95274,                0.81337,                 1.3688,                0.80353,                0.92341,                0.90218,                0.71451,                0.79612,                0.72076,                 1.2898,             0.00020625,             0.00020625,             0.00020625
                     79,                 0.9674,                0.89586,                  1.295,                0.81878,                0.91407,                  0.915,                0.72286,                0.80238,                0.71614,                 1.2834,               0.000198,               0.000198,               0.000198
                     80,                0.88828,                0.79409,                 1.3041,                0.82604,                0.87146,                0.91808,                0.72155,                 0.8065,                0.71244,                 1.2807,             0.00018976,             0.00018976,             0.00018976
                     81,                0.91372,                0.98343,                 1.3711,                0.85259,                0.85108,                0.91736,                0.72502,                0.80099,                0.71218,                 1.2771,             0.00018151,             0.00018151,             0.00018151
                     82,                 1.0282,                0.92936,                 1.3791,                0.89539,                0.84421,                0.91938,                0.74012,                0.78942,                0.70272,                 1.2739,             0.00017326,             0.00017326,             0.00017326
                     83,                 1.3036,                 1.4532,                 1.7024,                0.90652,                0.83853,                0.92313,                0.74167,                0.78765,                0.69426,                 1.2701,             0.00016502,             0.00016502,             0.00016502
                     84,                0.97508,                0.85495,                  1.314,                0.91029,                0.83678,                 0.9315,                0.74663,                0.77511,                0.68295,                 1.2616,             0.00015677,             0.00015677,             0.00015677
                     85,                 1.1719,                0.93232,                 1.3491,                0.82311,                0.90061,                0.93311,                0.74909,                0.76297,                0.68181,                 1.2481,             0.00014852,             0.00014852,             0.00014852
                     86,                0.95588,                0.87757,                 1.2961,                 0.8574,                 0.8663,                0.93066,                0.74101,                0.76366,                0.68542,                 1.2473,             0.00014028,             0.00014028,             0.00014028
                     87,                0.98021,                0.93271,                  1.374,                0.87886,                0.88112,                0.93176,                0.73873,                0.76339,                0.68255,                 1.2483,             0.00013203,             0.00013203,             0.00013203
                     88,                 1.0434,                0.88595,                 1.3618,                 0.8488,                0.92027,                0.93444,                0.74163,                 0.7636,                0.67285,                 1.2498,             0.00012378,             0.00012378,             0.00012378
                     89,                0.97236,                0.81666,                 1.2955,                 0.8488,                0.92521,                0.93536,                0.74015,                 0.7682,                0.66664,                 1.2559,             0.00011554,             0.00011554,             0.00011554
                     90,                 1.0384,                0.90365,                 1.3482,                0.83763,                0.92295,                 0.9332,                0.73848,                0.77652,                0.67069,                 1.2605,             0.00010729,             0.00010729,             0.00010729
                     91,                  1.007,                 1.1314,                 1.3329,                0.88722,                0.86431,                0.93184,                0.73724,                0.78828,                0.67778,                 1.2627,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                0.89859,                0.93269,                 1.3052,                 0.8716,                 0.8831,                0.92876,                0.73796,                0.79432,                0.68499,                 1.2616,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                 1.0976,                 1.1629,                 1.4413,                 0.8528,                0.89202,                0.92827,                0.73307,                 0.7986,                0.69779,                 1.2595,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                0.92041,                 0.8396,                 1.4076,                0.83217,                0.90057,                0.92531,                0.72571,                0.80239,                0.72093,                 1.2596,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                0.96867,                 0.9066,                 1.4427,                0.82523,                0.90323,                  0.925,                0.71689,                0.80436,                 0.7485,                  1.259,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     96,                0.85571,                0.90287,                 1.3367,                0.82654,                0.89728,                0.92818,                0.71976,                0.80198,                0.76911,                 1.2547,              5.781e-05,              5.781e-05,              5.781e-05
                     97,                0.93814,                0.91206,                 1.3178,                 0.8274,                 0.8961,                0.92907,                0.72174,                0.79542,                0.77217,                  1.245,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     98,                 1.0234,                0.89258,                 1.3498,                0.83295,                0.88491,                0.92903,                0.72242,                0.79171,                0.76462,                 1.2372,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     99,                0.94622,                0.87189,                 1.4044,                 0.8401,                0.87942,                 0.9297,                0.72342,                0.78622,                0.75407,                 1.2332,              3.307e-05,              3.307e-05,              3.307e-05
                    100,                0.96552,                0.86456,                 1.3018,                0.84317,                0.87962,                0.93064,                0.72605,                0.78771,                0.73499,                 1.2313,             2.4823e-05,             2.4823e-05,             2.4823e-05
